,Dialogue,age
37,"정말 잿빛도시야 밍밍해, 음식도 특별한 거 없구 새콤달콤한 맛이 없는 무뚝뚝한 사람같아. 저도 지난 겨울에 갔었거든요, 공항에서 담배피고 싶어서 혼났죠. 얘네는 뭐든 잘 지키는 나라구나 그게 느껴지더라구요. 근데 왜 거기 스튜어디스들은 하나같이 생긴 게 그렇죠? 예쁜 여자들을 하나도 못 봤어요. 우리랑은 사람뽑는 기준이 틀리지. 그래도 서비스직인데 좀 예쁘고 젊은 애들 쓰면 안되나? 한번 건의해보지 그래. 그래도 뭐니뭐니해도 서울만큼 놀기좋은 도시도 없어요.",00
38,남자친구가 보냈나봐... 좋겠네.,00
39,"너의 스무번째 생일을 축하해. 난 언제나 니 곁에 있을거야, 재용?",00
40,박대리님!,00
41,"어떤 놈이야? 내 허락도 없이 우리 혜주씨한테 찝적대는 놈이.. 어, 오늘 생일이었어? 말을 하지. 선물도 준비 못했잖아. 가만 있자... 오늘 나랑 영화나 볼까?",00
42,꽃배달까지 왔는데 약속이 없겠어요?,00
43,"아니에요, 저 오늘 약속 없어요.",00
44,그치? 그럼 오늘 나랑 영화보는 거다. 약속했다～,00
45,"박대리님, 혜주씨 한테만 너무 유난한 거 아니에요?",00
46,혜주씨! 여기 음료수 좀 갖다줄래?,00
47,"갑자기 이거이거 지금 당장 해야한다 그러니 난들 어쩌니? 요즘 장이 안좋아서 회사분위기도 안좋구, 내가 뭐 힘이 있니? 제 생일이라서 안되는데요 그럴 수는 없잖아, 야 미안해~ 애들한테는 니가 다시 연락좀 해줘라. 응?",00
48,잔깐만요...도대체 왜 맨날 내가 전화해야 되는거니? 일일이 연락해서 약속잡는 것도 꽤 신경 쓰이는 일이야 ......난 뭐 한가한 줄 알아?,00
49,혜주가 일때메 오늘 생일파티 미루자는데? ..선물은 샀어? ...어 그래 이따 놀러갈께.,00
50,"서지영씨좀 부탁합니다. 그만둬요? 언제요? ...아, 네.. 핸드폰으로 해볼께요.",00
51,지금 맥반석 새로 나오니깐 들어들 가세요,00
52,아가씨 생각에는 이걸 하는게 효험이 있기는 한거유. 얼마나 해야 효능이 나타나?,00
53,원적외선이 나와서 혈액순환에 좋다는데 전 잘 모르겠어요. 맨날 여기서 낮잠 자는데 별 차이를 못느끼겠던데요. 저 아줌마가 매일 오거든요? 저 아줌마한테 물어보셔요,00
54,갈아 입어봐.,00
55,이걸 입으라고?,00
56,"다른데도 다 이걸 입고 있는데 보기 좋더라, 손님들에게 신뢰감도 주고.",00
57,"난 절대 안 입어, 내 스타일도 아닌 옷을 어떻게 입어,",00
58,"야, 빨리 열어, 나 춥단말야",00
59,야 뭐야,00
60,낄 때 눈이 사팔이 되지않게 주의해야 돼,00
61,이거하고 있으니깐 어째 마음이 착해지는거 같다...니넨 돈 모아서 가게 낼거니?,00
62,"가게는 따분하잖아, 마음대로 돌아 다니지도 못하구",00
63,니네들 장사하는데나 따라다닐까? 시간은 많고 할일은 없고 궁금한건 많구.,00
64,뭐가 그렇게 궁금한데? 궁금한게 있으면 학교에 가야지.,00
65,그럼 어디 대학에 가야하나?.... 이건 뭐야?,00
66,우리엄마 말에 의하면 나랑 온조랑 태어났을 때 몸이 그렇게 붙어 있었다는거야. 그래서 낳자마자는 위험해서 나누지 못하고 조금 자란 다음 둘로 나누었대.,00
67,그럼 너희 둘은 하나였던 거야? 이상하다. 둘의 몸이 이렇게 붙어 있었다니.,00
68,국제소포 왔습니다.,00
69,"외할아버지, 저희요 비류와 온존데요, 엄마가 외할머니 선물을 보내셨거든요.",00
70,난 딸 없다.,00
71,외할아버지가 딸이 없으면 우리엄마는 누구예요?,00
72,난 모른다.,00
73,이거 안 받으실 거예요?,00
74,"너무 무거워서 다시 가져갈 수도 없다구요, 그냥 여기다가 놓고 갈게요.",00
75,"그럼 저희는 갈게요, 외할아버지, 외할머니 만수무강하시라고 엄마가 전해달래요. 안녕히 계셔요.",00
76,할아버진 언제쯤 화가 풀리시려나?,00
77,"알수없지, 아까 올라오다 본 학교있지? 우리 거기서 물건 좀 팔다갈까?",00
78,그럴까?,00
79,저희가 직접 만든거예요,00
80,최고의 낚싯줄로 만들어서 절대 끊어지지 않아요.,00
81,좀 깍아주셔요,00
82,우리 둘 중 누가 언니인지 맞추면 깍아줄게,00
83,"혜주씨, 어쩌지? 오늘 영화보기로 한거 나중으로 미뤄야겠는데? 급한 일이 생겨서 말야..언제가 좋을까?",00
84,저야 뭐...늘 오픈이죠.,00
85,그럼 약속 나중에 다시 잡자. 미안～,00
86,찾았다.,00
87,"그래서 다시 내가 팀장님께 얘기를 했지, 친구들이 섭섭해한다 그렇게 말했더니 친구들이 그렇게 중요하니 그러시잖아? 그래서 그럼요 그랬지, 그랬더니 그럼 내일 하라구 그러시지 뭐야, 근데 두 개만 꽂으니깐 어째 스무 살이 아니라 두 살 같다.",00
88,생일축하해! 니가 사달라고 말한 거 그거 맞지?,00
89,"맞아, 정말 고마워. 가끔 이런색 발라보고 싶을때가 있거든",00
90,비류와 온조의 선물을 뜯어보는 혜주.,00
91,이건 뭐야?,00
92,뽕브라?,00
93,이거 나 주는 거야? 너무 귀엽다. 태어난지 얼마나 된거야?,00
94,이름은 티티야,00
95,티티? 이름이 어째 좀 그렇다.그지?,00
96,음 많이,00
97,야! 니가 여긴 뭐하러 오니?,00
98,누구? 재용이? 오라 그래.,00
99,비류와 온조가 너보고 싶어 죽겠단다.,00
100,이거 니가 그린거니? 멋있다. 근데 그릴려면 좀 지루하겠다.,00
101,너 그럼 요새 집에 있는 거야?,00
102,응.,00
103,매일 뭐하는데?,00
104,유학가면 어떨까 생각중이야. 우리나라에서는 디자인공부해도 결국 다 외국으로 유학들 가잖아.,00
105,유학은 뭐 아무나 가니? 돈이 있어야 가지.,00
106,"그러지 말고 내가 일자리 알아봐 줄테니깐 빨리 돈이나 벌어, 그래서 학원이라도 다녀보든지 알았어? 야 서지영!",00
107,"몸에도 나쁜걸 뭐하러 그렇게 피워대냐? 정말 인류의 미래가 걱정돼, .. 더군다나 니네들은 엄마가 될 사람들이잖아",00
108,"치, 넌 혜주 어디가 그렇게 좋은거니?",00
109,"...예쁘잖아, 나는 세상에서 혜주만큼 예쁜애를 본적이 없어",00
110,고양이 좋아해?,00
111,"...예쁘쟎아, 고양이를 좋아하는 남자는 좋은 여자를 얻을수 있다는 속담을 믿거든",00
112,그런 속담이 있어?,00
113,어때? 어울려?,00
114,"참아줘, 제발...",00
115,이거 언제 산거야? 예쁘다 못보던건데,00
116,"야 재수생, 넌 무슨과 갈지 정했어?",00
117,"야, 담배 좀 사와.",00
118,"잘가, 생일 축하해, 재용아 힘내! 잘해봐!",00
119,"넌 친구지 애인이 아냐, 알았어? 명심해. 제발 착각 좀 하지말라구.",00
120,"나 이제 갈래, 혜주야 생일 축하해",00
121,"야, 그리구 너 제발 콧털 좀 깎고 다녀라. 응?",00
122,티티야 춥지?,00
123,야! 꼭두새벽부터 사람을 오라가라 해야겠어?,00
124,어제는 별 생각없이 받았는데 내가 키울 조건이 아니거든. 곧 이사도 가야되고말야,00
125,니가 원래 그렇지 뭐.,00
126,"근데 얘말야, 조그만게 왜그렇게 똥을 많이 싸니? 나 회사 늦겠다. 언제 우리 회사 근처로 놀러와 맛있는거 사줄께.",00
127,언제?,00
128,"혜주, 서둘러 역사로 들어간다. 지영이는 고양이를 안고 시계를 보며 하품을 한다.",00
129,아저씨가 무슨 상관이예요.,00
130,잠은 집에서 자야지 왜 극장에서 자냐고. 영화 끝났으니깐 빨리 나가,00
131,한국통신 2만주 7만7천8백원 매수.,00
132,제대로 된거야?,00
133,그런 것 같아요,00
134,코드번호는 어떻게 외웠어?,00
135,증권사 다니는데 그 정돈 알아야죠.,00
136,장중에 이렇게 자리를 비워도 되는거야?,00
137,대리님 식사?,00
138,오늘 메뉴가 뭐야,00
139,난 알지? 혜주씨랑 같은거,00
140,"야, 미리 전화도 안하고 오면 어떡해... 증권사에 점심시간이 어딨어.....아냐, 거기 역에 커피숍있지? 거기서 기다려 잠깐 내려갈께",00
141,혜주씨 거기 팩스 온거 좀 뽑아다 줄래?,00
142,어디야?,00
143,인천으로 가는 중이야,00
144,내가 월요일은 제일 바쁜날이라고 말했잖아,00
145,그럼 그냥가라고 하지 왜 한시간이나 사람을 기다리게 해,00
146,잠깐 얼굴이나 볼려고 그랬지,00
147,일이나 잘해,00
148,"이거 보고 있다가 배가 올 때마다 터미날입구에 가서 나눠줘, 여관보다 싸구 그래서 보따리장사들이 선호를 한다더라.",00
149,이런다고 장사가 되겠어?,00
150,누구? 너가 웬일이야? .... 음 알았어 그러지 뭐.,00
151,"그런 방법말고는 없나요? 네, 그럼 나중에 다시 전화드릴께요.",00
152,지영이 아니니? 할머니 할아버지는 잘 계시고?,00
153,네... 아줌마 저 아무거나 일자리 좀 소개해주셔요.,00
154,나야 뭐 파출부 자리밖에 모르지.,00
155,"그런거라두 괜잖아요, 꼭 좀 부탁드려요. 저 지금 내려야되요.",00
156,어디든 한번 알아보마.,00
157,어디서 오는거야?,00
158,너 덕분에 빨리끝났는데? 참 까먹기 전에 줄께.. 여기,00
159,언제까지 갚아야돼?,00
160,"돈 생기면 갚어, 근데 뭐 할려구 그래?",00
161,"전에 일하던 데서 아직 입금이 안돼서 그래, 돈 생기면 금방 갚아주께, 그런 착한 표정 좀 짓지마 너무 싫으니깐,",00
162,너가 전화해서 의외였어.,00
163,내가 그렇게 전화를 안했나?,00
164,"우리 다 모일 때는 맨날 내가 연락하지, 너는 나한테 한번도 먼저 전화한 적 없었어.",00
165,그랬나?,00
166,"졸업하니깐 친구들하고 자꾸 멀어지는거 그게 제일 섭섭해, 학교 다닐 때가 진짜 좋았는데. 매일 만나다가 떨어져 지내니깐 이젠 만나도 할 얘기도 없어지구 말야",00
167,"됐어, 그냥 여기 어디서 혜주랑 밥먹고 갈래.",00
168,먼저 가세요,00
169,"난 다른 애들이 우리 엄마, 아빠 이혼했어 그러면서 울고 그러길래 부모가 이혼하는 게 굉장히 슬픈일인줄 알았는데 별 느낌 없다, 언니야 너는 어떠니 ?",00
170,아직 실감이 안나서 그래.,00
171,그래도 생각보다 빨리 끝나더라. 난 애들 만나고 들어갈래 언니 먼저 들어가,00
172,"아까 그 아줌마처럼 거지가 될까봐 무서워,",00
173,"글쎄 난 무섭다는 생각은 별로 안해봤구, 가끔 그런 사람들보면 궁금해서 따라가보고 싶기는 해, 뭐하면서 지내는지, 아무런 미련없이 자유롭게 떠돌아 다닐수 있는건 좋은 일 아냐?",00
174,"과연 자유로울까? 전혀 좋을거 같지 않은데? 어떤일이 생길지 어떻게 알아, 게다가 우리는 여잔데,",00
175,너 보기보다 겁 많구나?,00
176,무슨 일이야?......나 지금 바뻐... 그래,00
177,"어,누구좀 만나고 있어, 그냥 아는 친구...난 너가 모르는 친구도 있음 안되니?...알았어, 이따 전화 할께",00
178,혹시 너두 혜주?,00
179,음..,00
180,번호는 그대로 하고 기기만 바꿀려고요,00
181,"직원, 여러 가지 핸드폰을 진열대에서 꺼내 놓으며 핸드폰들의 장점을 설명한다.",00
182,어떠냐? 저걸 달면 가게가 눈에 확 띄겠지? 보기 좋지?,00
183,어? 너 웬일이야?,00
184,"차타고 지나가는데 너 서있는게 보이더라고, 야! 간판 되게 크다.",00
185,떡 먹을래?,00
186,떡까지 했어? 우리 어디 딴데 가자,00
187,이런걸 요즘 누가 신는다고 이러는 거야. 양말 한 켤레에 얼마나 한다고.,00
188,뭐든지 아껴써야 잘 살지.,00
189,우리가 뭐 아낄게 있기나 한가. 할아버지 소리좀 줄여,00
190,잘놀았어?,00
191,앞으로 다 그린 거에는 니 발자국 낙관을 찍어줄게,00
192,...사실은 지영이 만났었어. 나한테 돈좀 꿔달라고 연락이 왔었거든,00
193,"어쩐지...너 지영이한테 그렇게 잘해주지마, 넌 사람들 부탁 거절도 못하구 맨날 그렇게 살다가 사람들한테 이용만 당한다구.",00
194,그게 뭐 나쁘니? 사람들에게 내가 소용이 있다는 건 좋은일이지 뭘그래?,00
195,너가 아직 세상의 쓴맛을 못 봐서 그래.,00
196,너나 쓴맛 많이보구 살어.,00
197,지영이 니돈 절대 안갚을걸? 나두 전에 몇번 돈 꿔준 적 있었는데 한번두 못 받았어.,00
198,"진짜 돈이 없었나보지,",00
199,나.. 주상이랑 어떡할까?,00
200,"그 뇌성마비시인? 어떡하긴 뭘 어떡해, 너 언제 철들려고 그러니? 애매한 동정심하고 사랑은 달라, 하여튼 철딱서니 없어가지구 말야,",00
201,"나 진짜 걔 좋아해, 맘에 든다구",00
202,"니말대로 타자 치는 소리는 좋아, 그치만 시를 컴퓨터로 치면 안된다는 건 쓸데없는 고집이라고 봐.",00
203,그래야 너도 만날 수 있잖아.,00
204,왜? 내 얼굴에 뭐 묻었어?,00
205,어디?,00
206,언니야 서울 시민이 된 기분이 어떠니? 내가 제일 싫어하든게 뭔지 아니? 밤에 돌아올 때 전철 안에 진동하는 돼지갈비 냄새랑 술 냄새. 정말 생각만 해도 지겨워.,00
207,나 이번 발령 때 여수로 가게 될지도 몰라.,00
208,진짜야?,00
209,너 이제 가야지 뭐해?,00
210,가라구?,00
211,그럼? 여기서 살거야?,00
212,아니 밥이라도 먹구 가야지 재용아!...너 진짜 못됐다.,00
213,"내가 도와 달랜 거 아냐, 자기 오늘 할 일없다고 운동 삼아 짐나르고 싶다고 했다구.",00
214,언니야 어디 아파?,00
215,저기요 물어보고 싶은게 있는데요.,00
216,저기 여자가 영원히 아이를 가지지 않으려면 어떤 수술을 해야해요? 비용은 얼마나 들죠?,00
217,"두시간쯤 있으면 마취 풀리고 괜찮아 진대, 아프지는 않았어? 괜잖아? 언니 힘없어 할 필요 없어, 제대로 키우지도 못할 애를 낳아서 뭐해. 낙태하는게 무슨 죄도 아니고",00
218,"아가씨들, 이 수술 자주하면 머리 나빠져.",00
219,한번 와서 보시기나 하셔요. 이런건 주인집이 고쳐줘야 한다구요. 여보세요 여보세요..,00
220,뭐라든?,00
221,이참에 아주 이사를 가래. 할머니 우리도 이사갈까?,00
222,이부자리를 저쪽으로 옮겨야 되겠어.,00
223,"지영아, 산에는 절대 가지 마라, 니 아비 산에서 죽은거 알고있지?",00
224,알았어 산에 안가.,00
225,너 태어났을 때 니 애비는 우리 지영이가 여왕이 될거라고 했었는데.,00
226,이거 너가 한짓이지? 근데 겨울에도 나방이 있니?,00
227,"티티야 이리와, 이리 오라니깐.",00
228,야 너 이리 안나와?,00
229,운전은 할 줄 아나?,00
230,아니요.,00
231,전화정도는 받을수있어야 하는데 영어는 좀 하나?,00
232,아니요.,00
233,컴퓨터는?,00
234,학교에서 기본적인거 배우기는 했지만 잘은 못해요.,00
235,그럼 술은 잘먹나?,00
236,"그럼 영업부는 안되겠고, 경리부밖에 없는데 여기보니깐 부모님이 모두 안계시는 걸로 되어있는데...",00
237,"네, 할머니 할아버지랑 사는데요",00
238,"어린나이에 고생이 많겠군 그래, 경리로 일할려면 보증을 서줄 직계가족이 필요한데,",00
239,너도 해줄까?,00
240,쟤 재용이 아니니?,00
241,너 오늘 좀 달라보인다?,00
242,쟨 누구야? 예쁜데?,00
243,그냥 아는 후배,00
244,너 남고 나왔잖아?,00
245,"학원 같이 다니는 애야, 아무 사이도 아냐, 나중에 보자, 혜주한테 말하지마",00
246,좀 이상하지?,00
247,음 많이,00
248,나는 뭐 한가해서 맨날 너희한테 연락하고 이러는 줄 아니?,00
249,"혜주가 일요일밖에 안된다니 어떡하니,",00
250,"글쎄,잘 모르겠다.",00
251,"한달에 한번씩은 만나줘야 우정이 유지되지, 이러다가 금방 우리 우정 금 간다구.",00
252,근데 인천까지 언제가니..니네가 서울로 오면 안돼? 그러지말고 우리집으로 놀러와라,00
253,"넷이 서울로 가는게 낫냐, 너 하나가 인천으로 오는게 더 낫냐?",00
254,너희 넷이 서울로 오는거... 알았어 농담이야...주말에 집정리 좀 할려고 했는데,00
255,혜주네 집까지 가야돼면 난 안가,00
256,무슨 책을 그렇게 열심히 보고있어? 뭐야?,00
257,어 그냥.,00
258,우리 저번에 재용이 봤다,00
259,어떤 여자애랑 가고 있던데?,00
260,그래서?,00
261,"그냥 그랬다구, 근데 그 여자애 무지 귀엽더라",00
262,재용이랑 정말 잘 어울리던데?,00
263,그게 나랑 무슨 상관이야?,00
264,"나 한국사람 좋아, 나 한국여자 사랑해",00
265,한국말 잘하네요. 어디서 오셨어요?,00
266,야 미얀마가 어디있는거니?,00
267,어쩔까? 같이 놀자는데?,00
268,왜 재미있을거 같은데 같이 놀아보자.,00
269,야 공돌이들하고 뭘 놀아.,00
270,나 이제 공장 안다녀.,00
271,"태희야, 넌 동남아 타입인가봐, 왜그렇게 동남아 남자들이 꼬이니?",00
272,이제 뭐하지?,00
273,얘들아 나 좀 붙잡아줘,00
274,"아가씨, 그거 해, 아가씨 입으면 잘 어울리겠다.",00
275,입어봐도 돼죠?,00
276,이거 어때? 살까?,00
277,혜주.기분이 나쁘다.,00
278,또 살려구?,00
279,갖고싶은게 계속 보이는데 어떡해,00
280,이거 얼마에 주실거예요?,00
281,어디야?,00
282,넌 어딘데? 야 온조야!,00
283,나 비류야.,00
284,온조는?,00
285,나도 모르겠어.,00
286,거의 다왔으니깐 그럼 거기 그대로 있어... 아니야 거기 있어 내가 갈게.,00
287,야 비류야.,00
288,"나 온조야, 비류 어딨어?",00
289,저기 입구쪽에 태희랑 있대.,00
290,여기 입구쪽에 있겠다더니 어디간거야.,00
291,반대쪽 입구로 간거아냐?,00
292,아까 우리 들어온 입구 있지? 우린 거기 있는데 너흰 어디야?,00
293,근데 지영이는?,00
294,저기있네.,00
295,"나 먼저 갈래,",00
296,넌 왜 왼종일 뚱한 얼굴이야?,00
297,그래서 오기 싫다고 했잖아,00
298,누가 널 억지로 끌고 왔니?,00
299,"지영아, 애들하고 같이가자.",00
300,"나 기분도 안좋은데 괜히 왔나봐, 더 놀다가 와.",00
301,"니들이 서울까지 왔는데, 내가 쏠게, 뭐 좀 먹고 가자.",00
302,야 너 지영이한테 자꾸 왜그래?,00
303,"맨날 자기만 특별한 척하구 말야,",00
304,옛날에는 너희둘 제일 친한 사이였잖아.,00
305,너 요즘 진짜 지영이랑 친해졌나본데 응?,00
306,지영이가 요즘 어떤지 알기나 해? 넌 너가 필요할 때만 친구지? 너 한번이라두 친구에 대해 진지하게 생각해 본적 있어? 너한텐 도대체 뭐가 중요한거야?,00
307,옷이다 왜?,00
308,아저씨 600원인지 알았어요. 지금 돈이 한푼도 없는데 어떡하죠?,00
309,어떡하긴 뭘 어떡해? 몸으로 때워야지.,00
310,몸으로 때우는게 어떤거야? 자 이거면 돼?,00
311,칼로 잘라 먹으면 되잖아.,00
312,통장아줌마가 웬일이셔요?,00
313,"쓰레기 봉투 주러 왔지, 근데 아직도 일자리 못 얻었니?",00
314,여기가 다 좋은데 교통이 너무 불편해서 나두 소개시켜주기가 좀 그랬지.,00
315,전 괜찮아요.,00
316,일단 다녀보다가 더 좋은데가 생기면 옮겨 음?,00
317,고마워요.,00
318,"세금은 다 이 통장으로 자동이체되게 해놨으니깐 이거 잘 가지고 있고, 나갈땐 꼭 창문까지 다 잠그고 나가고...",00
319,주말마다 온다며 뭘 그래? 영영 떠나는 사람처럼..,00
320,"그래도 혹시 모르잖아...가끔 엄마, 아빠한테 전화 좀 하구 그래, 이거 선물.",00
321,"언니야 내가 돈 많이 벌어서 언니는 일하지 않고 편하게 살게 해줄게, 나만 믿어",00
322,우리 내년 여름엔 휴가맞춰서 같이 놀러가자,00
323,"고마워 재용아, 너답지않게 무슨 배웅을 나온다고 해서, 재용이만 성가시게 하고..",00
324,"멋있잖아, 떠나는 차보고 손 흔들어주고, 언니야 전화 자주해야 돼.",00
325,그래 알았어.,00
326,야! 야! 너 우리집 갈래? 맛있는거 해주께...근데 너 또 머리 이발소에서 깎았지? 티가나요 티가 미장원에서 자르라고 몇번이나 말해야 알겠니?,00
327,챙피하니깐 그러지,00
328,"담에 내가 같이 가줄께,",00
329,다 고쳤어?,00
330,좀 더 봐야 알겠는데?,00
331,자 먹자,00
332,다른애들은 어떻게 지내?,00
333,"몰라, 지영이가 백수되더니 태희랑 자주 만나나봐",00
334,"왜, 애들이랑 싸웠냐?",00
335,"요즘은 만나도 재미가 없어, 학교 다닐때야 학교가 싫고 선생들이 미우니깐 같이 욕하는 재미에 놀았는데...너야말로 오늘은 데이트 없나보지?",00
336,아? 걔?... 그냥 학원친구야...같은 동네살아서 그날 같이 간거뿐이야,00
337,누가 물어봤어?,00
338,아무일도 없다 왜? 꼭 무슨일이 있어야 전화하니? 넌 매일 나한테 전화하면서 내가 먼저 전화하면 안되는 거니?,00
339,나 지금 바뻐 .,00
340,너 지영이한테 사과했어?,00
341,야! 뭐 대단히 큰 잘못을 했다구 사과까지 하니? 지금 마감시간이라서 바쁘니깐 이따 밤에 통화하자,00
342,"계세요, 여기가 지영이네 집인가요?",00
343,"우리 지영이 친구가 집에 놀러온건 처음이네, 참하게도 생겼지",00
344,전 이제 됐어요 할머니도 좀 드셔요,00
345,너 여기 웬일이야?,00
346,그냥 너가 뭐하고 살고있나 궁금해서 방문한 거야. 같이 산책이나 할까하고.,00
347,왜 전화도 안하니? 몇번이나 메시지 남겼는데...,00
348,그동안 일이 좀 많았어,00
349,"혜주 일은 너무 담아두지마....너가 할머니, 할아버지랑 사는지 몰랐어.",00
350,나두 하나 줄래? ...니가 담배 피는게 좋아보여서,00
351,언니가 피는걸 한번 봐... 이렇게,00
352,그림은 잘돼가?,00
353,"나 주는거야? 고마워, 근데 넌 풍경화나 초상화 같은건 안그리니?",00
354,난 그런건 싫더라구,00
355,이게 요일 칫솔이거든? 매일 바꿔가며 이닦으면 기분이 좋아질거야,00
356,"월,화,수,목,금,토,일 이렇게?",00
357,"아니 월,화,수,목,금,토,일 이렇게",00
358,넌 앞으로 뭐할거니? 졸업하고 일년이나 별일 안했잖아.,00
359,너 혹시 워킹 홀리데이라는 말 들어봤니?,00
360,아니 그게 뭔데?,00
361,신문에서 봤는데 호주에서 공짜로 일자리도 소개시켜주고 영어공부도 시켜주고 그러는 거라는데? 괜찮겠지?,00
362,설마 그런게 있을라구. 아무나 할 수 있는 거래?,00
363,거기는 땅은 넓은데 사람은 별루 없으니깐 하는 거겠지.,00
364,"그런게 진짜 있다면 나두 가구싶다,",00
365,어딜 그렇게 쏴 돌아 다녀? 어디서 온종일 수다나 떨게 뻔하면서.,00
366,여자들은 그 어떤 진지한 이야기를 해도 수다가 된다니깐.,00
367,우리 딸 이리와봐.,00
368,왜 또 그래?,00
369,너같이 못생겨서 어디 시집이나 갈 수 있을지 모르겠다.,00
370,짚신도 다 제 짝이 있대.,00
371,너같은 애를 내가 평생 데리고 살아야 될까봐 걱정이 태산이다.,00
372,걱정마 그런일 없을테니깐.... 아빠 나도 공부해서 대학갈래.,00
373,난 공부하겠다는 걸 말린 일은 없다. 너가 공부만 잘했으면 대학이 아니라 박사까지 시켜주었을거다.,00
374,그러니깐 이제 열심히 공부할거야.,00
375,"그럼 가게는 누가보고? 대학갈거면 진작부터 공부를 잘했어야지, 가게 지키다가 시집이나 가. 요즘 봐라 석박사들도 다 장사에 뛰어드는 판에...그리구 넌 나 닮아서 공부는 안돼, 우리가문은 대대로 머리가 나뻐서 공부로 성공한 놈은 한놈도 없어",00
376,그래서 무슨 과 가고싶은데?,00
377,정치인이 되면 어떨까? 사람들을 위해 좋은일을 많이 하고 싶어,00
378,차라리 개그맨을 하는게 어떠냐?,00
379,예?,00
380,너 사람 웃기는 소리 잘하잖니?,00
381,나 스튜어디스 되면 어떨까?,00
382,"그게 하고싶다고 아무나 되니? 외모가 중요하니까, 키도 커야 하구.",00
383,그거 무슨 뜻이야?,00
384,"나니까 솔직히 얘기해 주는 거야, 너한텐 어떤 과가 좋을까?",00
385,"뭔가 의미있는 걸 할려구, 그리고 내가 좋아할 수도 있는..",00
386,그런 막연한 생각으로 어떻게 공부를 하겠니?,00
387,넌 왜 남들이 뭔가 하려고 계획을 세우면 맨날 무시 하니?,00
388,"너가 잘 몰라서 그러는데 사회생활을 오래한 언니 말을 들어, 무역학과나 정보처리과 그런데 가...내 가 이십 평생에 범한 가장 큰 실수가 뭐라고 생각하는지 아니? 별 생각도 없이 여상에 간거. 인천에서 제일 좋은 여상 나오면 뭐해, 누가 알아주지도 않는데.. 그치만 후회는 안해. 대학간 애들보다 4년을 벌었다고 생각하지, 대학 안 가구 성공할거야...그래서 여기저기 출장도 가고말야...",00
389,혜주씨가 안경 쓴 거 처음 본다. 근데 눈이 정말 나쁜가 보네?,00
390,"역시 우리학교 후배들이라 지성에다가 미모까지....혜주씨, 우리 마실 것 좀 주라, 어～ 이게 누구야? 안경때메 못 알아 보겠는데? 눈이 새우젓같이 보이는데? 하하하",00
391,한번 일어나서 걸어봐요 어지럽진 않죠?,00
392,"왜 안경 계속 쓰고있지 벌써 벗었어, 재미있던데 하하하?",00
393,"박대리님, 이거 드세요.",00
394,어? 왜이래?,00
395,좋아하면 뭐든 주고싶어지는거 아니겠어요?,00
396,"어?...암튼 고마워. 잘 마실게, 역시 혜주씨밖에 없다니까.",00
